DDCTransactionId5E1A611649E470B4E50B89B35CBDE563_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__EC3E4158F9774D857FC4367D34BD3C030F0647BF, StartTime=2015.09.21-12.45.15, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=0.496935ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId5E1A611649E470B4E50B89B35CBDE563_947, GetCachedData, Parent=DDCTransactionId5E1A611649E470B4E50B89B35CBDE563_945, StartTime=2015.09.21-12.45.27, FileDDCPath=C:/Users/Adam/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=12.652971ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
C:/Users/Adam/Documents/Unreal Projects/SR2L/Content/StarterContent/Blueprints/Assets/Skybox.uasset, AllOfLoadPackage_Duration=25.805440ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000000ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.006843ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.078689ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.014115ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=2.651449ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
SavePackageTransactionId3A2DB1CB41B238DBAE8DE28A2B3BFF4F_324, Filename=C:/Users/Adam/Documents/Unreal Projects/SR2L/Saved/Cooked/WindowsNoEditor/SR2L/Content/StarterContent/Blueprints/Assets/Skybox.uasset, FlushAsyncLoading=0.019245ms, FlushStreamingFunc=0.003848ms, BlockTillAllRequestsFinished=0.002991ms, ResetLoadersForSaveUnMarkAllObjects=0.252746ms, TagPackageExports=0.065431ms, BeginCacheForCookedPlatformData=0.004701ms, SerializeImports=0.077408ms, GatherLocalizableTextData=0.003848ms, MarkNames=0.007696ms, SerializeSummary=0.010692ms, SerializeNames=0.033356ms, SerializeGatherableTextData=0.002567ms, BuildExportMap=0.022665ms, SortExportsNonSeekfree=0.009838ms, SortExportsSeekfreeConstructor=0.011973ms, SortExportsSeekfreeInner=0.651315ms, SortExportsSeekfree=0.002995ms, BuildDependencyMap=0.008125ms, SerializeImportMap=0.002567ms, SerializeExportMap=0.002138ms, SerializeDependencyMap=0.002138ms, SerializeStringAssetReferenceMap=0.001714ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.014111ms, SerializeExports=0.102207ms, SerializeBulkData=0.008982ms, AsyncWrite=0.099216ms, UnaccountedTime=0.157375ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId5E1A611649E470B4E50B89B35CBDE563_948, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufDB64A9F1__37BCD20BBFB81FB53B5B03185B4904BC8FF15FF9, StartTime=2015.09.21-12.45.27, HierarchicalDDC, DataSize=17059 bytes, Retrieved=true, Duration=0.129152ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId5E1A611649E470B4E50B89B35CBDE563_949, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufDB64A9F1__8D2525CA8FF4EE7DBE9B79DAD0881784D012A6F1, StartTime=2015.09.21-12.45.27, HierarchicalDDC, DataSize=10960 bytes, Retrieved=true, Duration=0.114184ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
C:/Users/Adam/Documents/Unreal Projects/SR2L/Content/StarterContent/Blueprints/Assets/M_LightStage_Skybox_Master.uasset, AllOfLoadPackage_Duration=7.826477ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000428ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.010692ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.050038ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.203557ms, SavePackageCacheForCookedPlatformData_HitCount=3, SaveCookedPackage_Duration=125.524729ms, SaveCookedPackage_HitCount=2, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
SavePackageTransactionId3A2DB1CB41B238DBAE8DE28A2B3BFF4F_325, Filename=C:/Users/Adam/Documents/Unreal Projects/SR2L/Saved/Cooked/WindowsNoEditor/SR2L/Content/StarterContent/Blueprints/Assets/M_LightStage_Skybox_Master.uasset, FlushAsyncLoading=0.017107ms, FlushStreamingFunc=0.002995ms, BlockTillAllRequestsFinished=0.002567ms, ResetLoadersForSaveUnMarkAllObjects=0.177473ms, TagPackageExports=0.139844ms, BeginCacheForCookedPlatformData=0.005987ms, SerializeImports=0.185173ms, GatherLocalizableTextData=0.002567ms, MarkNames=0.008982ms, SerializeSummary=0.008125ms, SerializeNames=0.067569ms, SerializeGatherableTextData=0.002138ms, BuildExportMap=0.092801ms, SortExportsNonSeekfree=0.106912ms, SortExportsSeekfreeConstructor=0.007696ms, SortExportsSeekfreeInner=0.599571ms, SortExportsSeekfree=0.003424ms, BuildDependencyMap=0.014540ms, SerializeImportMap=0.003852ms, SerializeExportMap=0.004277ms, SerializeDependencyMap=0.003420ms, SerializeStringAssetReferenceMap=0.001710ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.013258ms, SerializeExports=0.147540ms, SerializeBulkData=0.007268ms, AsyncWrite=0.056021ms, UnaccountedTime=0.172772ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId5E1A611649E470B4E50B89B35CBDE563_950, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_RGBA16F_B138149959E96AA845BD6F4F24B92__69C7B3FD61BE1801E932D86FDC33A033B3526738, StartTime=2015.09.21-12.45.27, HierarchicalDDC, Duration=0.008978ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId6FC215D64BA50D6A6C5976A8C13BF4B6_44, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_RGBA16F_B138149959E96AA845BD6F4F24B92__69C7B3FD61BE1801E932D86FDC33A033B3526738, StartTime=2015.09.21-12.45.27, HierarchicalDDC, DataSize=16777840 bytes, Retrieved=true, Duration=78.083466ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
SavePackageTransactionId3A2DB1CB41B238DBAE8DE28A2B3BFF4F_326, Filename=C:/Users/Adam/Documents/Unreal Projects/SR2L/Saved/Cooked/WindowsNoEditor/Engine/Content/MapTemplates/Sky/DaylightAmbientCubemap.uasset, FlushAsyncLoading=0.073984ms, FlushStreamingFunc=0.005987ms, BlockTillAllRequestsFinished=0.003848ms, ResetLoadersForSaveUnMarkAllObjects=0.144545ms, TagPackageExports=0.075266ms, BeginCacheForCookedPlatformData=0.029936ms, SerializeImports=0.042338ms, GatherLocalizableTextData=0.002567ms, MarkNames=0.003420ms, SerializeSummary=0.008129ms, SerializeNames=0.012401ms, SerializeGatherableTextData=0.001710ms, BuildExportMap=0.007696ms, SortExportsNonSeekfree=0.003424ms, SortExportsSeekfreeConstructor=0.007696ms, SortExportsSeekfreeInner=0.126157ms, SortExportsSeekfree=0.002138ms, BuildDependencyMap=0.005558ms, SerializeImportMap=0.006843ms, SerializeExportMap=0.004701ms, SerializeDependencyMap=0.001710ms, SerializeStringAssetReferenceMap=0.001710ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.013683ms, SerializeExports=7.486068ms, SerializeBulkData=0.036780ms, AsyncWrite=10.401808ms, UnaccountedTime=3.488366ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId5E1A611649E470B4E50B89B35CBDE563_951, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufDB64A9F1__469213A3546E14820300A2AC4E58B24E16EC8E99, StartTime=2015.09.21-12.45.27, HierarchicalDDC, DataSize=18951 bytes, Retrieved=true, Duration=0.196718ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId5E1A611649E470B4E50B89B35CBDE563_952, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufDB64A9F1__819F1FA733DE531503E33B4BE2B8447D354DCBC2, StartTime=2015.09.21-12.45.27, HierarchicalDDC, DataSize=12160 bytes, Retrieved=true, Duration=0.114184ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
C:/Users/Adam/Documents/Unreal Projects/SR2L/Content/StarterContent/Blueprints/Assets/M_LightStage_Skybox_HDRI.uasset, AllOfLoadPackage_Duration=8.160904ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000857ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.002995ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.049181ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.011116ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=2.320018ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
SavePackageTransactionId3A2DB1CB41B238DBAE8DE28A2B3BFF4F_327, Filename=C:/Users/Adam/Documents/Unreal Projects/SR2L/Saved/Cooked/WindowsNoEditor/SR2L/Content/StarterContent/Blueprints/Assets/M_LightStage_Skybox_HDRI.uasset, FlushAsyncLoading=0.018816ms, FlushStreamingFunc=0.004277ms, BlockTillAllRequestsFinished=0.003848ms, ResetLoadersForSaveUnMarkAllObjects=0.195008ms, TagPackageExports=0.097934ms, BeginCacheForCookedPlatformData=0.003848ms, SerializeImports=0.134710ms, GatherLocalizableTextData=0.004705ms, MarkNames=0.006415ms, SerializeSummary=0.009406ms, SerializeNames=0.045758ms, SerializeGatherableTextData=0.001714ms, BuildExportMap=0.014964ms, SortExportsNonSeekfree=0.002995ms, SortExportsSeekfreeConstructor=0.006843ms, SortExportsSeekfreeInner=0.393867ms, SortExportsSeekfree=0.002567ms, BuildDependencyMap=0.006415ms, SerializeImportMap=0.002563ms, SerializeExportMap=0.001714ms, SerializeDependencyMap=0.001710ms, SerializeStringAssetReferenceMap=0.001710ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.016250ms, SerializeExports=0.097934ms, SerializeBulkData=0.007272ms, AsyncWrite=0.056021ms, UnaccountedTime=0.147540ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
C:/Users/Adam/Documents/Unreal Projects/SR2L/Content/StarterContent/Blueprints/Assets/M_LightStage_Skybox_Black.uasset, AllOfLoadPackage_Duration=1.629785ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000428ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.002563ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.066284ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.010692ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.505338ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
SavePackageTransactionId3A2DB1CB41B238DBAE8DE28A2B3BFF4F_328, Filename=C:/Users/Adam/Documents/Unreal Projects/SR2L/Saved/Cooked/WindowsNoEditor/SR2L/Content/StarterContent/Blueprints/Assets/M_LightStage_Skybox_Black.uasset, FlushAsyncLoading=0.016250ms, FlushStreamingFunc=0.002567ms, BlockTillAllRequestsFinished=0.002567ms, ResetLoadersForSaveUnMarkAllObjects=0.125729ms, TagPackageExports=0.007272ms, BeginCacheForCookedPlatformData=0.002138ms, SerializeImports=0.013258ms, GatherLocalizableTextData=0.002138ms, MarkNames=0.003420ms, SerializeSummary=0.005558ms, SerializeNames=0.012830ms, SerializeGatherableTextData=0.001710ms, BuildExportMap=0.008982ms, SortExportsNonSeekfree=0.002995ms, SortExportsSeekfreeConstructor=0.006415ms, SortExportsSeekfreeInner=0.240769ms, SortExportsSeekfree=0.002138ms, BuildDependencyMap=0.005558ms, SerializeImportMap=0.002138ms, SerializeExportMap=0.001714ms, SerializeDependencyMap=0.001714ms, SerializeStringAssetReferenceMap=0.001281ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010692ms, SerializeExports=0.005987ms, SerializeBulkData=0.005558ms, AsyncWrite=0.043191ms, UnaccountedTime=0.122309ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId5E1A611649E470B4E50B89B35CBDE563_953, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf21001025__D5BB4B8877B07D7FE8EAEE9CD2B854B738FC1981, StartTime=2015.09.21-12.45.27, HierarchicalDDC, DataSize=18110 bytes, Retrieved=true, Duration=0.159089ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId5E1A611649E470B4E50B89B35CBDE563_954, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf21001025__72F4F83DE2CFC78B9597436F664773A0ECA077F9, StartTime=2015.09.21-12.45.27, HierarchicalDDC, DataSize=11189 bytes, Retrieved=true, Duration=0.128295ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
C:/Users/Adam/Documents/Unreal Projects/SR2L/Content/StarterContent/Blueprints/Assets/M_LightStage_Arrows.uasset, AllOfLoadPackage_Duration=5.797692ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000428ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.008125ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.048324ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.014968ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=2.249025ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
SavePackageTransactionId3A2DB1CB41B238DBAE8DE28A2B3BFF4F_329, Filename=C:/Users/Adam/Documents/Unreal Projects/SR2L/Saved/Cooked/WindowsNoEditor/SR2L/Content/StarterContent/Blueprints/Assets/M_LightStage_Arrows.uasset, FlushAsyncLoading=0.016678ms, FlushStreamingFunc=0.003424ms, BlockTillAllRequestsFinished=0.002991ms, ResetLoadersForSaveUnMarkAllObjects=0.143267ms, TagPackageExports=0.086814ms, BeginCacheForCookedPlatformData=0.005130ms, SerializeImports=0.110336ms, GatherLocalizableTextData=0.002567ms, MarkNames=0.005558ms, SerializeSummary=0.007700ms, SerializeNames=0.042334ms, SerializeGatherableTextData=0.002138ms, BuildExportMap=0.033360ms, SortExportsNonSeekfree=0.020098ms, SortExportsSeekfreeConstructor=0.007696ms, SortExportsSeekfreeInner=0.372916ms, SortExportsSeekfree=0.002563ms, BuildDependencyMap=0.008982ms, SerializeImportMap=0.002991ms, SerializeExportMap=0.002567ms, SerializeDependencyMap=0.002138ms, SerializeStringAssetReferenceMap=0.001710ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011973ms, SerializeExports=0.108197ms, SerializeBulkData=0.006843ms, AsyncWrite=0.054311ms, UnaccountedTime=0.156522ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
C:/Users/Adam/Documents/Unreal Projects/SR2L/Content/StarterContent/Blueprints/Assets/FogBrightnessLUT.uasset, AllOfLoadPackage_Duration=1.250457ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000000ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.002567ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.073984ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.010692ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.362503ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
SavePackageTransactionId3A2DB1CB41B238DBAE8DE28A2B3BFF4F_330, Filename=C:/Users/Adam/Documents/Unreal Projects/SR2L/Saved/Cooked/WindowsNoEditor/SR2L/Content/StarterContent/Blueprints/Assets/FogBrightnessLUT.uasset, FlushAsyncLoading=0.017535ms, FlushStreamingFunc=0.003848ms, BlockTillAllRequestsFinished=0.003848ms, ResetLoadersForSaveUnMarkAllObjects=0.087243ms, TagPackageExports=0.007272ms, BeginCacheForCookedPlatformData=0.002138ms, SerializeImports=0.010688ms, GatherLocalizableTextData=0.002138ms, MarkNames=0.002567ms, SerializeSummary=0.005987ms, SerializeNames=0.010692ms, SerializeGatherableTextData=0.001285ms, BuildExportMap=0.006415ms, SortExportsNonSeekfree=0.002563ms, SortExportsSeekfreeConstructor=0.006843ms, SortExportsSeekfreeInner=0.048753ms, SortExportsSeekfree=0.002138ms, BuildDependencyMap=0.004277ms, SerializeImportMap=0.001710ms, SerializeExportMap=0.002138ms, SerializeDependencyMap=0.001710ms, SerializeStringAssetReferenceMap=0.001281ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.008553ms, SerializeExports=0.005990ms, SerializeBulkData=0.005987ms, AsyncWrite=0.044476ms, UnaccountedTime=0.145830ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
C:/Users/Adam/Documents/Unreal Projects/SR2L/Content/StarterContent/Blueprints/BP_LightStudio.uasset, AllOfLoadPackage_Duration=194.470529ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000428ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.910476ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.077832ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=1.217954ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=93.543977ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
SavePackageTransactionId3A2DB1CB41B238DBAE8DE28A2B3BFF4F_331, Filename=C:/Users/Adam/Documents/Unreal Projects/SR2L/Saved/Cooked/WindowsNoEditor/SR2L/Content/StarterContent/Blueprints/BP_LightStudio.uasset, FlushAsyncLoading=0.020955ms, FlushStreamingFunc=0.003848ms, BlockTillAllRequestsFinished=0.002995ms, ResetLoadersForSaveUnMarkAllObjects=0.128724ms, TagPackageExports=36.322289ms, BeginCacheForCookedPlatformData=0.029936ms, SerializeImports=0.700921ms, GatherLocalizableTextData=0.003848ms, MarkNames=0.054739ms, SerializeSummary=0.010692ms, SerializeNames=0.223238ms, SerializeGatherableTextData=0.002138ms, BuildExportMap=0.692796ms, SortExportsNonSeekfree=2.177183ms, SortExportsSeekfreeConstructor=0.008553ms, SortExportsSeekfreeInner=3.922433ms, SortExportsSeekfree=0.006843ms, BuildDependencyMap=0.065859ms, SerializeImportMap=0.016250ms, SerializeExportMap=0.021812ms, SerializeDependencyMap=0.006415ms, SerializeStringAssetReferenceMap=0.001710ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.017535ms, SerializeExports=0.211261ms, SerializeBulkData=0.010263ms, AsyncWrite=0.076123ms, UnaccountedTime=0.204843ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
C:/Users/Adam/Documents/Unreal Projects/SR2L/Content/StarterContent/Blueprints/Blueprint_WallSconce.uasset, AllOfLoadPackage_Duration=10.463387ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000000ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.026084ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.048324ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.044048ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=7.523701ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
SavePackageTransactionId3A2DB1CB41B238DBAE8DE28A2B3BFF4F_332, Filename=C:/Users/Adam/Documents/Unreal Projects/SR2L/Saved/Cooked/WindowsNoEditor/SR2L/Content/StarterContent/Blueprints/Blueprint_WallSconce.uasset, FlushAsyncLoading=0.019245ms, FlushStreamingFunc=0.002991ms, BlockTillAllRequestsFinished=0.002567ms, ResetLoadersForSaveUnMarkAllObjects=0.107769ms, TagPackageExports=1.572907ms, BeginCacheForCookedPlatformData=0.007272ms, SerializeImports=0.098359ms, GatherLocalizableTextData=0.002567ms, MarkNames=0.011973ms, SerializeSummary=0.007272ms, SerializeNames=0.043619ms, SerializeGatherableTextData=0.001710ms, BuildExportMap=0.082109ms, SortExportsNonSeekfree=0.083823ms, SortExportsSeekfreeConstructor=0.007268ms, SortExportsSeekfreeInner=2.169486ms, SortExportsSeekfree=0.003848ms, BuildDependencyMap=0.014540ms, SerializeImportMap=0.005130ms, SerializeExportMap=0.004705ms, SerializeDependencyMap=0.002567ms, SerializeStringAssetReferenceMap=0.001281ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011120ms, SerializeExports=0.046186ms, SerializeBulkData=0.006843ms, AsyncWrite=0.048753ms, UnaccountedTime=0.150107ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId5E1A611649E470B4E50B89B35CBDE563_955, GetCachedData, CacheKey=Audio_0002_0000_OGG_0001_31D870B44577B2511571CA9564A08892, StartTime=2015.09.21-12.45.27, HierarchicalDDC, DataSize=111553 bytes, Retrieved=true, Duration=0.664145ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
C:/Users/Adam/Documents/Unreal Projects/SR2L/Content/StarterContent/Blueprints/Blueprint_Effect_Steam.uasset, AllOfLoadPackage_Duration=8.495755ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000428ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.007696ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.050463ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.019245ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=4.740536ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
SavePackageTransactionId3A2DB1CB41B238DBAE8DE28A2B3BFF4F_333, Filename=C:/Users/Adam/Documents/Unreal Projects/SR2L/Saved/Cooked/WindowsNoEditor/SR2L/Content/StarterContent/Blueprints/Blueprint_Effect_Steam.uasset, FlushAsyncLoading=0.017107ms, FlushStreamingFunc=0.002991ms, BlockTillAllRequestsFinished=0.002995ms, ResetLoadersForSaveUnMarkAllObjects=0.100497ms, TagPackageExports=0.266854ms, BeginCacheForCookedPlatformData=0.004705ms, SerializeImports=0.066288ms, GatherLocalizableTextData=0.002563ms, MarkNames=0.008125ms, SerializeSummary=0.007272ms, SerializeNames=0.030365ms, SerializeGatherableTextData=0.001710ms, BuildExportMap=0.057731ms, SortExportsNonSeekfree=0.041913ms, SortExportsSeekfreeConstructor=0.006840ms, SortExportsSeekfreeInner=2.435487ms, SortExportsSeekfree=0.004277ms, BuildDependencyMap=0.012401ms, SerializeImportMap=0.004277ms, SerializeExportMap=0.003420ms, SerializeDependencyMap=0.002138ms, SerializeStringAssetReferenceMap=0.001710ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010263ms, SerializeExports=0.034641ms, SerializeBulkData=0.006843ms, AsyncWrite=0.055596ms, UnaccountedTime=0.180896ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId5E1A611649E470B4E50B89B35CBDE563_956, GetCachedData, CacheKey=Audio_0002_0000_OGG_0001_B847AAD74080418C90B2E9968E18B4E9, StartTime=2015.09.21-12.45.27, HierarchicalDDC, DataSize=136187 bytes, Retrieved=true, Duration=0.819810ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
C:/Users/Adam/Documents/Unreal Projects/SR2L/Content/StarterContent/Blueprints/Blueprint_Effect_Sparks.uasset, AllOfLoadPackage_Duration=13.901718ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000428ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.008125ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.049181ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.017107ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=4.620790ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
SavePackageTransactionId3A2DB1CB41B238DBAE8DE28A2B3BFF4F_334, Filename=C:/Users/Adam/Documents/Unreal Projects/SR2L/Saved/Cooked/WindowsNoEditor/SR2L/Content/StarterContent/Blueprints/Blueprint_Effect_Sparks.uasset, FlushAsyncLoading=0.018816ms, FlushStreamingFunc=0.003848ms, BlockTillAllRequestsFinished=0.003424ms, ResetLoadersForSaveUnMarkAllObjects=0.115037ms, TagPackageExports=0.257447ms, BeginCacheForCookedPlatformData=0.005133ms, SerializeImports=0.066712ms, GatherLocalizableTextData=0.002995ms, MarkNames=0.008125ms, SerializeSummary=0.007268ms, SerializeNames=0.031222ms, SerializeGatherableTextData=0.001710ms, BuildExportMap=0.054739ms, SortExportsNonSeekfree=0.039343ms, SortExportsSeekfreeConstructor=0.006843ms, SortExportsSeekfreeInner=2.399132ms, SortExportsSeekfree=0.003852ms, BuildDependencyMap=0.011545ms, SerializeImportMap=0.004277ms, SerializeExportMap=0.003420ms, SerializeDependencyMap=0.002138ms, SerializeStringAssetReferenceMap=0.001710ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.009835ms, SerializeExports=0.034213ms, SerializeBulkData=0.006843ms, AsyncWrite=0.050034ms, UnaccountedTime=0.147969ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
DDCTransactionId5E1A611649E470B4E50B89B35CBDE563_957, GetCachedData, CacheKey=Audio_0002_0000_OGG_0001_8D7626FF43F2E7CB0FFEF1819DF93FE0, StartTime=2015.09.21-12.45.27, HierarchicalDDC, DataSize=62356 bytes, Retrieved=true, Duration=0.364788ms, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
C:/Users/Adam/Documents/Unreal Projects/SR2L/Content/StarterContent/Blueprints/Blueprint_Effect_Smoke.uasset, AllOfLoadPackage_Duration=10.603230ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000000ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.007696ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.050463ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.016682ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=4.460849ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDF7AC828C4CD525A36A17BEA44CFDA65C
