DDCTransactionId7C8B66274E50566AEC9E7C83618ED1C6_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__EC3E4158F9774D857FC4367D34BD3C030F0647BF, StartTime=2015.09.21-13.20.08, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=1.975331ms, RunGuid=RunIDD2BEC52D4E220D0AF9DD3EA578235DD0
DDCTransactionId7C8B66274E50566AEC9E7C83618ED1C6_1484, CachedDataProbablyExists, Parent=DDCTransactionId7C8B66274E50566AEC9E7C83618ED1C6_1483, StartTime=2015.09.21-13.20.40, FileDDCPath=C:/Users/Adam/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.419527ms, RunGuid=RunIDD2BEC52D4E220D0AF9DD3EA578235DD0
DDCTransactionId7C8B66274E50566AEC9E7C83618ED1C6_1485, GetCachedData, Parent=DDCTransactionId7C8B66274E50566AEC9E7C83618ED1C6_1483, StartTime=2015.09.21-13.20.40, FileDDCPath=C:/Users/Adam/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=1.095645ms, RunGuid=RunIDD2BEC52D4E220D0AF9DD3EA578235DD0
DDCTransactionId7C8B66274E50566AEC9E7C83618ED1C6_1486, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_82B94AFE4459913A54195089AA1DBFFD__1_0_13123_0, StartTime=2015.09.21-13.20.40, HierarchicalDDC, DataSize=347 bytes, Retrieved=true, Duration=2.074547ms, RunGuid=RunIDD2BEC52D4E220D0AF9DD3EA578235DD0
DDCTransactionId7C8B66274E50566AEC9E7C83618ED1C6_1487, CachedDataProbablyExists, Parent=DDCTransactionId7C8B66274E50566AEC9E7C83618ED1C6_1486, StartTime=2015.09.21-13.20.40, FileDDCPath=C:/Users/Adam/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.336990ms, RunGuid=RunIDD2BEC52D4E220D0AF9DD3EA578235DD0
DDCTransactionId7C8B66274E50566AEC9E7C83618ED1C6_1488, GetCachedData, Parent=DDCTransactionId7C8B66274E50566AEC9E7C83618ED1C6_1486, StartTime=2015.09.21-13.20.40, FileDDCPath=C:/Users/Adam/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=1.469843ms, RunGuid=RunIDD2BEC52D4E220D0AF9DD3EA578235DD0
DDCTransactionId7C8B66274E50566AEC9E7C83618ED1C6_1489, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_83567B4C4AC1DE7EEDA0CDA60B06A43E__1_0_13123_0, StartTime=2015.09.21-13.20.40, HierarchicalDDC, DataSize=347 bytes, Retrieved=true, Duration=2.516739ms, RunGuid=RunIDD2BEC52D4E220D0AF9DD3EA578235DD0
DDCTransactionId7C8B66274E50566AEC9E7C83618ED1C6_1490, CachedDataProbablyExists, Parent=DDCTransactionId7C8B66274E50566AEC9E7C83618ED1C6_1489, StartTime=2015.09.21-13.20.40, FileDDCPath=C:/Users/Adam/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.936560ms, RunGuid=RunIDD2BEC52D4E220D0AF9DD3EA578235DD0
DDCTransactionId7C8B66274E50566AEC9E7C83618ED1C6_1491, GetCachedData, Parent=DDCTransactionId7C8B66274E50566AEC9E7C83618ED1C6_1489, StartTime=2015.09.21-13.20.40, FileDDCPath=C:/Users/Adam/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=1.342405ms, RunGuid=RunIDD2BEC52D4E220D0AF9DD3EA578235DD0
DDCTransactionId7C8B66274E50566AEC9E7C83618ED1C6_1492, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_070447F0449F28C4EAADAA8C671936D3__1_0_13123_0, StartTime=2015.09.21-13.20.40, HierarchicalDDC, DataSize=461 bytes, Retrieved=true, Duration=2.059147ms, RunGuid=RunIDD2BEC52D4E220D0AF9DD3EA578235DD0
DDCTransactionId7C8B66274E50566AEC9E7C83618ED1C6_1493, CachedDataProbablyExists, Parent=DDCTransactionId7C8B66274E50566AEC9E7C83618ED1C6_1492, StartTime=2015.09.21-13.20.40, FileDDCPath=C:/Users/Adam/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.464432ms, RunGuid=RunIDD2BEC52D4E220D0AF9DD3EA578235DD0
DDCTransactionId7C8B66274E50566AEC9E7C83618ED1C6_1494, GetCachedData, Parent=DDCTransactionId7C8B66274E50566AEC9E7C83618ED1C6_1492, StartTime=2015.09.21-13.20.40, FileDDCPath=C:/Users/Adam/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=1.365926ms, RunGuid=RunIDD2BEC52D4E220D0AF9DD3EA578235DD0
DDCTransactionId7C8B66274E50566AEC9E7C83618ED1C6_1495, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_3D0F87A14FA56AA40871B693D9F3BBFE__1_0_13123_0, StartTime=2015.09.21-13.20.40, HierarchicalDDC, DataSize=347 bytes, Retrieved=true, Duration=1.817524ms, RunGuid=RunIDD2BEC52D4E220D0AF9DD3EA578235DD0
DDCTransactionId7C8B66274E50566AEC9E7C83618ED1C6_1496, CachedDataProbablyExists, Parent=DDCTransactionId7C8B66274E50566AEC9E7C83618ED1C6_1495, StartTime=2015.09.21-13.20.40, FileDDCPath=C:/Users/Adam/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.438772ms, RunGuid=RunIDD2BEC52D4E220D0AF9DD3EA578235DD0
DDCTransactionId7C8B66274E50566AEC9E7C83618ED1C6_1497, GetCachedData, Parent=DDCTransactionId7C8B66274E50566AEC9E7C83618ED1C6_1495, StartTime=2015.09.21-13.20.40, FileDDCPath=C:/Users/Adam/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=1.169201ms, RunGuid=RunIDD2BEC52D4E220D0AF9DD3EA578235DD0
DDCTransactionId7C8B66274E50566AEC9E7C83618ED1C6_1498, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_0C6F75704717C33C8781DBAE135DC281__1_0_13123_0, StartTime=2015.09.21-13.20.40, HierarchicalDDC, DataSize=461 bytes, Retrieved=true, Duration=1.733705ms, RunGuid=RunIDD2BEC52D4E220D0AF9DD3EA578235DD0
DDCTransactionId7C8B66274E50566AEC9E7C83618ED1C6_1499, CachedDataProbablyExists, Parent=DDCTransactionId7C8B66274E50566AEC9E7C83618ED1C6_1498, StartTime=2015.09.21-13.20.40, FileDDCPath=C:/Users/Adam/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.373770ms, RunGuid=RunIDD2BEC52D4E220D0AF9DD3EA578235DD0
DDCTransactionId7C8B66274E50566AEC9E7C83618ED1C6_1500, GetCachedData, Parent=DDCTransactionId7C8B66274E50566AEC9E7C83618ED1C6_1498, StartTime=2015.09.21-13.20.40, FileDDCPath=C:/Users/Adam/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=1.164928ms, RunGuid=RunIDD2BEC52D4E220D0AF9DD3EA578235DD0
DDCTransactionId7C8B66274E50566AEC9E7C83618ED1C6_1501, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_385822754AED16D41A3A709670737D21__1_0_13123_0, StartTime=2015.09.21-13.20.40, HierarchicalDDC, DataSize=1185 bytes, Retrieved=true, Duration=1.745678ms, RunGuid=RunIDD2BEC52D4E220D0AF9DD3EA578235DD0
DDCTransactionId7C8B66274E50566AEC9E7C83618ED1C6_1502, CachedDataProbablyExists, Parent=DDCTransactionId7C8B66274E50566AEC9E7C83618ED1C6_1501, StartTime=2015.09.21-13.20.40, FileDDCPath=C:/Users/Adam/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.390876ms, RunGuid=RunIDD2BEC52D4E220D0AF9DD3EA578235DD0
DDCTransactionId7C8B66274E50566AEC9E7C83618ED1C6_1503, GetCachedData, Parent=DDCTransactionId7C8B66274E50566AEC9E7C83618ED1C6_1501, StartTime=2015.09.21-13.20.40, FileDDCPath=C:/Users/Adam/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=1.155518ms, RunGuid=RunIDD2BEC52D4E220D0AF9DD3EA578235DD0
DDCTransactionId7C8B66274E50566AEC9E7C83618ED1C6_1504, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_F74A1A95457C7911056608B7EF0EDB62__1_0_13123_0, StartTime=2015.09.21-13.20.40, HierarchicalDDC, DataSize=917 bytes, Retrieved=true, Duration=1.911182ms, RunGuid=RunIDD2BEC52D4E220D0AF9DD3EA578235DD0
DDCTransactionId7C8B66274E50566AEC9E7C83618ED1C6_1505, CachedDataProbablyExists, Parent=DDCTransactionId7C8B66274E50566AEC9E7C83618ED1C6_1504, StartTime=2015.09.21-13.20.40, FileDDCPath=C:/Users/Adam/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.410546ms, RunGuid=RunIDD2BEC52D4E220D0AF9DD3EA578235DD0
DDCTransactionId7C8B66274E50566AEC9E7C83618ED1C6_1506, GetCachedData, Parent=DDCTransactionId7C8B66274E50566AEC9E7C83618ED1C6_1504, StartTime=2015.09.21-13.20.40, FileDDCPath=C:/Users/Adam/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=1.300495ms, RunGuid=RunIDD2BEC52D4E220D0AF9DD3EA578235DD0
DDCTransactionId7C8B66274E50566AEC9E7C83618ED1C6_1507, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_26C312B64D5E54AF37AA0F9A71F0157E__1_0_13123_0, StartTime=2015.09.21-13.20.40, HierarchicalDDC, DataSize=347 bytes, Retrieved=true, Duration=2.011679ms, RunGuid=RunIDD2BEC52D4E220D0AF9DD3EA578235DD0
DDCTransactionId7C8B66274E50566AEC9E7C83618ED1C6_1508, CachedDataProbablyExists, Parent=DDCTransactionId7C8B66274E50566AEC9E7C83618ED1C6_1507, StartTime=2015.09.21-13.20.40, FileDDCPath=C:/Users/Adam/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.451174ms, RunGuid=RunIDD2BEC52D4E220D0AF9DD3EA578235DD0
DDCTransactionId7C8B66274E50566AEC9E7C83618ED1C6_1509, GetCachedData, Parent=DDCTransactionId7C8B66274E50566AEC9E7C83618ED1C6_1507, StartTime=2015.09.21-13.20.40, FileDDCPath=C:/Users/Adam/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=1.338556ms, RunGuid=RunIDD2BEC52D4E220D0AF9DD3EA578235DD0
DDCTransactionId7C8B66274E50566AEC9E7C83618ED1C6_1510, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_E59F5D4B438C096AF327EFB508B08B55__1_0_13123_0, StartTime=2015.09.21-13.20.40, HierarchicalDDC, DataSize=385 bytes, Retrieved=true, Duration=1.806404ms, RunGuid=RunIDD2BEC52D4E220D0AF9DD3EA578235DD0
DDCTransactionId7C8B66274E50566AEC9E7C83618ED1C6_1511, CachedDataProbablyExists, Parent=DDCTransactionId7C8B66274E50566AEC9E7C83618ED1C6_1510, StartTime=2015.09.21-13.20.40, FileDDCPath=C:/Users/Adam/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.355382ms, RunGuid=RunIDD2BEC52D4E220D0AF9DD3EA578235DD0
DDCTransactionId7C8B66274E50566AEC9E7C83618ED1C6_1512, GetCachedData, Parent=DDCTransactionId7C8B66274E50566AEC9E7C83618ED1C6_1510, StartTime=2015.09.21-13.20.40, FileDDCPath=C:/Users/Adam/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=1.221377ms, RunGuid=RunIDD2BEC52D4E220D0AF9DD3EA578235DD0
DDCTransactionId7C8B66274E50566AEC9E7C83618ED1C6_1513, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_E8964C7844A2EB2A48E98D9FF12B0CC9__1_0_13123_0, StartTime=2015.09.21-13.20.40, HierarchicalDDC, DataSize=397 bytes, Retrieved=true, Duration=2.112180ms, RunGuid=RunIDD2BEC52D4E220D0AF9DD3EA578235DD0
DDCTransactionId7C8B66274E50566AEC9E7C83618ED1C6_1514, CachedDataProbablyExists, Parent=DDCTransactionId7C8B66274E50566AEC9E7C83618ED1C6_1513, StartTime=2015.09.21-13.20.40, FileDDCPath=C:/Users/Adam/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.410978ms, RunGuid=RunIDD2BEC52D4E220D0AF9DD3EA578235DD0
DDCTransactionId7C8B66274E50566AEC9E7C83618ED1C6_1515, GetCachedData, Parent=DDCTransactionId7C8B66274E50566AEC9E7C83618ED1C6_1513, StartTime=2015.09.21-13.20.40, FileDDCPath=C:/Users/Adam/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=1.483530ms, RunGuid=RunIDD2BEC52D4E220D0AF9DD3EA578235DD0
DDCTransactionId7C8B66274E50566AEC9E7C83618ED1C6_1516, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_333FD7B5428CA0413D7E3BA57C37687D__1_0_13123_0, StartTime=2015.09.21-13.20.40, HierarchicalDDC, DataSize=347 bytes, Retrieved=true, Duration=2.169914ms, RunGuid=RunIDD2BEC52D4E220D0AF9DD3EA578235DD0
DDCTransactionId7C8B66274E50566AEC9E7C83618ED1C6_1517, CachedDataProbablyExists, Parent=DDCTransactionId7C8B66274E50566AEC9E7C83618ED1C6_1516, StartTime=2015.09.21-13.20.40, FileDDCPath=C:/Users/Adam/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.594012ms, RunGuid=RunIDD2BEC52D4E220D0AF9DD3EA578235DD0
DDCTransactionId7C8B66274E50566AEC9E7C83618ED1C6_1518, GetCachedData, Parent=DDCTransactionId7C8B66274E50566AEC9E7C83618ED1C6_1516, StartTime=2015.09.21-13.20.40, FileDDCPath=C:/Users/Adam/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=1.346678ms, RunGuid=RunIDD2BEC52D4E220D0AF9DD3EA578235DD0
DDCTransactionId7C8B66274E50566AEC9E7C83618ED1C6_1519, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_75DDD6654BC5F32A18B232A19A7B04C6__1_0_13123_0, StartTime=2015.09.21-13.20.40, HierarchicalDDC, DataSize=385 bytes, Retrieved=true, Duration=2.358079ms, RunGuid=RunIDD2BEC52D4E220D0AF9DD3EA578235DD0
DDCTransactionId7C8B66274E50566AEC9E7C83618ED1C6_1520, CachedDataProbablyExists, Parent=DDCTransactionId7C8B66274E50566AEC9E7C83618ED1C6_1519, StartTime=2015.09.21-13.20.40, FileDDCPath=C:/Users/Adam/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.592303ms, RunGuid=RunIDD2BEC52D4E220D0AF9DD3EA578235DD0
DDCTransactionId7C8B66274E50566AEC9E7C83618ED1C6_1521, GetCachedData, Parent=DDCTransactionId7C8B66274E50566AEC9E7C83618ED1C6_1519, StartTime=2015.09.21-13.20.40, FileDDCPath=C:/Users/Adam/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=1.519881ms, RunGuid=RunIDD2BEC52D4E220D0AF9DD3EA578235DD0
DDCTransactionId7C8B66274E50566AEC9E7C83618ED1C6_1522, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_2CE156C543A9E34D8363468BE05B3851__1_0_13123_0, StartTime=2015.09.21-13.20.40, HierarchicalDDC, DataSize=893 bytes, Retrieved=true, Duration=2.553515ms, RunGuid=RunIDD2BEC52D4E220D0AF9DD3EA578235DD0
DDCTransactionId7C8B66274E50566AEC9E7C83618ED1C6_1523, CachedDataProbablyExists, Parent=DDCTransactionId7C8B66274E50566AEC9E7C83618ED1C6_1522, StartTime=2015.09.21-13.20.40, FileDDCPath=C:/Users/Adam/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.671413ms, RunGuid=RunIDD2BEC52D4E220D0AF9DD3EA578235DD0
DDCTransactionId7C8B66274E50566AEC9E7C83618ED1C6_1524, GetCachedData, Parent=DDCTransactionId7C8B66274E50566AEC9E7C83618ED1C6_1522, StartTime=2015.09.21-13.20.40, FileDDCPath=C:/Users/Adam/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=1.585737ms, RunGuid=RunIDD2BEC52D4E220D0AF9DD3EA578235DD0
DDCTransactionId7C8B66274E50566AEC9E7C83618ED1C6_1525, GetCachedData, CacheKey=STATICMESH_46A8778361B442A9523C54440EA1E9D_8C68575CEF434CA8A9E1DA4AED8A47BB_E3__BE0EA2938666F062D45B3F91E3368B62748D5E1B, StartTime=2015.09.21-13.20.40, HierarchicalDDC, DataSize=4601 bytes, Retrieved=true, Duration=0.609834ms, RunGuid=RunIDD2BEC52D4E220D0AF9DD3EA578235DD0
DDCTransactionId7C8B66274E50566AEC9E7C83618ED1C6_1526, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf2E32D0C8__083152BB3B53295D1159FEB3B94CE1F66B47C15C, StartTime=2015.09.21-13.20.40, HierarchicalDDC, DataSize=159931 bytes, Retrieved=true, Duration=2.872545ms, RunGuid=RunIDD2BEC52D4E220D0AF9DD3EA578235DD0
DDCTransactionId7C8B66274E50566AEC9E7C83618ED1C6_1527, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf2E32D0C8__9509466E6E4915492B95C7FB2746758A1A05F712, StartTime=2015.09.21-13.20.40, HierarchicalDDC, DataSize=125164 bytes, Retrieved=true, Duration=1.606695ms, RunGuid=RunIDD2BEC52D4E220D0AF9DD3EA578235DD0
DDCTransactionId7C8B66274E50566AEC9E7C83618ED1C6_1528, GetCachedData, CacheKey=Audio_0002_0000_OGG_0001_632D1B9A4FC93D9537554A9FD1692204, StartTime=2015.09.21-13.20.40, HierarchicalDDC, DataSize=41260 bytes, Retrieved=true, Duration=1.204271ms, RunGuid=RunIDD2BEC52D4E220D0AF9DD3EA578235DD0
DDCTransactionId7C8B66274E50566AEC9E7C83618ED1C6_1529, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_B76FD1FA4C50F8162B82C988107967F__E80405EEE1E04D12B04708FE15771715AB8B9AB7, StartTime=2015.09.21-13.20.40, HierarchicalDDC, DataSize=1748 bytes, Retrieved=true, Duration=0.441767ms, RunGuid=RunIDD2BEC52D4E220D0AF9DD3EA578235DD0
DDCTransactionId7C8B66274E50566AEC9E7C83618ED1C6_1530, GetCachedData, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_B76FD1FA4C50F8162__0D1A7C03E12B1394CF6B20BC1286FEE8A2AECEB0, StartTime=2015.09.21-13.20.40, HierarchicalDDC, DataSize=637 bytes, Retrieved=true, Duration=0.735134ms, RunGuid=RunIDD2BEC52D4E220D0AF9DD3EA578235DD0
DDCTransactionId7C8B66274E50566AEC9E7C83618ED1C6_1531, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufA7E101B6__3084BB175FCB3D9516245187BBEB551D8F3A62FE, StartTime=2015.09.21-13.20.40, HierarchicalDDC, DataSize=504701 bytes, Retrieved=true, Duration=5.323853ms, RunGuid=RunIDD2BEC52D4E220D0AF9DD3EA578235DD0
DDCTransactionId7C8B66274E50566AEC9E7C83618ED1C6_1532, CachedDataProbablyExists, Parent=DDCTransactionId7C8B66274E50566AEC9E7C83618ED1C6_1531, StartTime=2015.09.21-13.20.40, FileDDCPath=C:/Users/Adam/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.568353ms, RunGuid=RunIDD2BEC52D4E220D0AF9DD3EA578235DD0
DDCTransactionId7C8B66274E50566AEC9E7C83618ED1C6_1533, GetCachedData, Parent=DDCTransactionId7C8B66274E50566AEC9E7C83618ED1C6_1531, StartTime=2015.09.21-13.20.40, FileDDCPath=C:/Users/Adam/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=3.023081ms, RunGuid=RunIDD2BEC52D4E220D0AF9DD3EA578235DD0
DDCTransactionId7C8B66274E50566AEC9E7C83618ED1C6_1534, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufA7E101B6__E04C637AD21DC5A01D4FB2EA036D1B8C0056DCA3, StartTime=2015.09.21-13.20.40, HierarchicalDDC, DataSize=402223 bytes, Retrieved=true, Duration=5.438462ms, RunGuid=RunIDD2BEC52D4E220D0AF9DD3EA578235DD0
DDCTransactionId7C8B66274E50566AEC9E7C83618ED1C6_1535, CachedDataProbablyExists, Parent=DDCTransactionId7C8B66274E50566AEC9E7C83618ED1C6_1534, StartTime=2015.09.21-13.20.40, FileDDCPath=C:/Users/Adam/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.552103ms, RunGuid=RunIDD2BEC52D4E220D0AF9DD3EA578235DD0
DDCTransactionId7C8B66274E50566AEC9E7C83618ED1C6_1536, GetCachedData, Parent=DDCTransactionId7C8B66274E50566AEC9E7C83618ED1C6_1534, StartTime=2015.09.21-13.20.40, FileDDCPath=C:/Users/Adam/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=3.430206ms, RunGuid=RunIDD2BEC52D4E220D0AF9DD3EA578235DD0
DDCTransactionId7C8B66274E50566AEC9E7C83618ED1C6_1537, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_835B41A84D96F454104D79BC5574DAB__DD34FA9BF13516B8F9A716426E156A6D7884D257, StartTime=2015.09.21-13.20.40, HierarchicalDDC, DataSize=38042 bytes, Retrieved=true, Duration=3.140684ms, RunGuid=RunIDD2BEC52D4E220D0AF9DD3EA578235DD0
DDCTransactionId7C8B66274E50566AEC9E7C83618ED1C6_1538, CachedDataProbablyExists, Parent=DDCTransactionId7C8B66274E50566AEC9E7C83618ED1C6_1537, StartTime=2015.09.21-13.20.40, FileDDCPath=C:/Users/Adam/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=1.229074ms, RunGuid=RunIDD2BEC52D4E220D0AF9DD3EA578235DD0
DDCTransactionId7C8B66274E50566AEC9E7C83618ED1C6_1539, GetCachedData, Parent=DDCTransactionId7C8B66274E50566AEC9E7C83618ED1C6_1537, StartTime=2015.09.21-13.20.40, FileDDCPath=C:/Users/Adam/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=1.542971ms, RunGuid=RunIDD2BEC52D4E220D0AF9DD3EA578235DD0
DDCTransactionId7C8B66274E50566AEC9E7C83618ED1C6_1540, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf42995504__A4A0AB8803DEC593A5DC77C5DD8335B4B105DAED, StartTime=2015.09.21-13.20.41, HierarchicalDDC, DataSize=342301 bytes, Retrieved=true, Duration=3.844600ms, RunGuid=RunIDD2BEC52D4E220D0AF9DD3EA578235DD0
DDCTransactionId7C8B66274E50566AEC9E7C83618ED1C6_1541, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf42995504__F364A46935730DDBBB9B31988F379C3FF7D03501, StartTime=2015.09.21-13.20.41, HierarchicalDDC, DataSize=246973 bytes, Retrieved=true, Duration=5.082659ms, RunGuid=RunIDD2BEC52D4E220D0AF9DD3EA578235DD0
DDCTransactionId7C8B66274E50566AEC9E7C83618ED1C6_1542, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_926E53DA4A2B03187FCA1B8E39E9192F__1_1_13123_0, StartTime=2015.09.21-13.20.41, HierarchicalDDC, DataSize=3295 bytes, Retrieved=true, Duration=0.419527ms, RunGuid=RunIDD2BEC52D4E220D0AF9DD3EA578235DD0
DDCTransactionId7C8B66274E50566AEC9E7C83618ED1C6_1543, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf851038FE__30F4D16F450C990ABFB0513FD9D925C67712185F, StartTime=2015.09.21-13.20.41, HierarchicalDDC, DataSize=320143 bytes, Retrieved=true, Duration=4.355647ms, RunGuid=RunIDD2BEC52D4E220D0AF9DD3EA578235DD0
DDCTransactionId7C8B66274E50566AEC9E7C83618ED1C6_1544, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf851038FE__118DD5F5F25EF03BECA5AB82E5E45A27D0729646, StartTime=2015.09.21-13.20.41, HierarchicalDDC, DataSize=308725 bytes, Retrieved=true, Duration=3.928848ms, RunGuid=RunIDD2BEC52D4E220D0AF9DD3EA578235DD0
DDCTransactionId7C8B66274E50566AEC9E7C83618ED1C6_1545, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_C728CA9D4EB4DFC6C17BAFB39557C0E__F3A09E01082B8456F56AE00766A025E50CC22D8D, StartTime=2015.09.21-13.20.41, HierarchicalDDC, DataSize=9086 bytes, Retrieved=true, Duration=3.180455ms, RunGuid=RunIDD2BEC52D4E220D0AF9DD3EA578235DD0
DDCTransactionId7C8B66274E50566AEC9E7C83618ED1C6_1546, CachedDataProbablyExists, Parent=DDCTransactionId7C8B66274E50566AEC9E7C83618ED1C6_1545, StartTime=2015.09.21-13.20.41, FileDDCPath=C:/Users/Adam/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=1.397569ms, RunGuid=RunIDD2BEC52D4E220D0AF9DD3EA578235DD0
DDCTransactionId7C8B66274E50566AEC9E7C83618ED1C6_1547, GetCachedData, Parent=DDCTransactionId7C8B66274E50566AEC9E7C83618ED1C6_1545, StartTime=2015.09.21-13.20.41, FileDDCPath=C:/Users/Adam/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=1.412965ms, RunGuid=RunIDD2BEC52D4E220D0AF9DD3EA578235DD0
DDCTransactionId7C8B66274E50566AEC9E7C83618ED1C6_1548, GetCachedData, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_C728CA9D4EB4DFC6C__86C952869D137999A6A5D2057731C10705C76CA3, StartTime=2015.09.21-13.20.41, HierarchicalDDC, DataSize=1093 bytes, Retrieved=true, Duration=2.026647ms, RunGuid=RunIDD2BEC52D4E220D0AF9DD3EA578235DD0
DDCTransactionId7C8B66274E50566AEC9E7C83618ED1C6_1549, CachedDataProbablyExists, Parent=DDCTransactionId7C8B66274E50566AEC9E7C83618ED1C6_1548, StartTime=2015.09.21-13.20.41, FileDDCPath=C:/Users/Adam/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.409693ms, RunGuid=RunIDD2BEC52D4E220D0AF9DD3EA578235DD0
